Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Industry,Scale,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Electricity, gas, steam and air conditioning supply",Units,6318.240652,6562.037673,8660.921003,10583.82986,9015.584598,9800.195377,8451.080482,9851.500366,9087.066459,8989.973943,9091.14716,8601.951299,8000.848397,8475.480997,8542.085988,9849.621959,8304.533934,7261.997671,6652.15917,6917.077701,8404.207526,10108.94468,8997.371158,10627.81217
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Fabricated metal products,Units,726.0552374,564.2819591,715.5809094,815.5946963,683.1528481,674.1497856,681.5773587,743.8611475,628.0954948,626.5661694,623.4620036,563.0377381,571.2733898,366.7584338,453.6389565,442.4041424,348.2583567,324.8056406,363.8802259,389.9276531,483.7923665,584.7688615,451.3248886,606.833685
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Financial and insurance activities,Units,434.1694411,441.3421929,411.6725788,465.3728334,441.7272934,453.2453393,492.9037835,500.4145645,425.3955644,388.8125018,338.3514247,264.5881347,236.4013817,192.2784957,218.7506158,241.1818419,229.5894802,221.4433024,212.7104677,230.6844454,303.3535626,305.1949335,272.2594558,308.5220391
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Fishing and aquaculture,Units,1380.919546,1183.307283,1317.59824,1400.44233,1341.695929,1298.527393,1720.287156,1816.217023,1608.764819,1471.303766,1204.821163,982.2650304,799.8332736,696.5747343,751.8077718,778.8570401,668.2606523,544.2319187,496.3109228,460.869301,496.9842779,484.9649833,434.7973222,433.7276916
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Food products, beverages and tobacco",Units,895.3290741,820.4808283,883.1164186,957.6308562,895.489493,880.7367972,1028.008975,1029.639686,886.5032157,834.3049433,722.1339194,604.8260991,541.0600748,434.4732636,473.0977672,603.1304024,501.8408939,421.2423397,390.598139,386.6417557,442.0299445,445.1494216,382.5418576,411.2636554
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Human health and social work activities,Units,1078.710935,961.3514482,989.8231717,1064.337881,989.0110071,963.5724998,1217.734973,1173.874904,947.0148261,826.4930419,705.6933819,552.6830073,532.8793252,366.6889455,392.090825,338.0451758,268.830094,242.337624,222.5554612,220.9899176,285.349852,254.9386016,196.1380003,217.3384944
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",IT and other information services,Units,379.2419724,391.6238227,371.8064459,430.2993321,394.3902379,408.7815142,470.1956552,525.7915065,479.4936903,459.8132197,455.2672703,405.8142436,505.7536435,284.7858678,299.1262625,283.2890117,214.1311707,176.2980346,177.3270918,184.3581356,231.0152554,224.8817263,199.0205102,226.6108182
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Land transport and transport via pipelines,Units,2086.698733,1736.229391,1786.042839,1948.935025,1967.70803,1909.973017,2387.664435,2733.974788,2657.471193,2746.775911,2234.727672,1877.966488,1729.083032,1336.532259,1638.922612,1459.347537,1192.578757,1029.198206,938.014202,917.378068,979.8490153,919.6999187,857.8353825,811.3396261
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Machinery and equipment n.e.c.,Units,796.8098774,613.7270039,776.8139544,856.4417309,763.137358,739.4244611,727.1564442,754.3966164,632.6683537,582.049198,540.7596213,473.472556,505.3265877,317.1458457,376.9254486,329.1794106,213.6972681,161.0996441,145.8901104,140.771987,170.2959873,162.614732,118.8681629,140.6858643
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Manufacturing nec; repair and installation of machinery and equipment,Units,8089.39904,7059.219075,7822.516114,8063.927996,7652.127342,7357.56693,6874.872921,6850.499535,6154.459995,5548.236746,4862.13268,4082.867101,3767.151353,3272.052357,3431.786322,1012.836928,857.3487908,769.1168429,669.2445911,672.6421467,745.3366946,443.7587369,388.9654833,460.2609555
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Mining and quarrying, energy producing products",Units,254.6245895,242.3619167,281.9097976,317.4982808,285.4046168,293.064479,238.5654128,287.0561879,281.7120758,282.1540398,272.3847629,236.8539724,195.629038,296.6944194,341.9027892,289.9013194,245.8781997,245.1713853,220.2262326,227.9480933,269.8759784,294.0734919,261.787564,284.4036508
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Mining and quarrying, non-energy producing products",Units,567.1905044,478.5745375,541.027045,592.1567633,554.6832508,547.6285818,554.1971481,713.5069087,764.0431233,850.1216091,855.7189988,810.4617324,817.2964511,918.2798487,1175.200425,1139.258876,988.5881294,950.9366249,854.5037804,909.2579552,1433.725161,1827.173375,1828.111809,2038.527498
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Mining support service activities,Units,90.47182197,79.6487304,71.73363253,78.21550888,74.90912438,72.7382945,95.25170044,115.9256795,115.594561,146.860156,141.4393497,125.3713678,121.1559645,178.290215,237.9197326,272.0016047,293.2699568,380.4875679,343.9975755,372.8192149,829.2499026,1165.762685,1225.31237,1429.285769
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Motor vehicles, trailers and semi-trailers",Units,385.0038748,280.3102646,361.5832489,376.4878737,321.058393,282.1803315,464.3314924,489.1075541,437.9281699,480.930533,466.1129064,449.0561174,541.0249241,320.6215181,394.5746591,309.6606468,196.1298686,158.4146462,166.7698812,172.5245341,219.355598,242.433248,210.9314929,270.2557788
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Other non-metallic mineral products,Units,1058.759346,879.3429068,1024.501023,1146.650565,1069.628582,1047.953432,999.6887261,1126.169688,1040.946254,1060.979644,973.7153219,844.0461441,547.3669609,761.4569652,829.2409369,3636.06561,3325.573532,2892.60533,2696.733026,2681.764607,3082.939141,1925.184444,2145.864445,2612.683076
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Other service activities,Units,755.5540089,689.5718882,707.8525481,777.00992,729.1643513,718.4370757,779.2160445,858.9567023,798.9923706,782.5626994,715.4283393,627.9927566,606.4478991,461.8682415,490.5341575,468.4036975,386.0014309,361.9091026,339.2804596,355.501383,440.5886499,456.4140871,391.9632692,462.8475284
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Other transport equipment,Units,321.6980185,273.6823065,260.5095175,270.365577,251.034481,240.9994739,479.120428,810.4962572,779.6066314,728.7721183,693.1215533,620.9833031,565.3961858,535.4693676,691.1695262,440.7667432,353.5058039,338.3416288,328.6272338,341.143356,416.8202394,399.6943012,339.258185,383.4071314
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Paper products and printing,Units,1584.909328,1280.208461,1476.362377,1602.514121,1450.258213,1348.077902,1418.766935,1361.987472,1090.09993,996.9292854,889.8961639,736.707631,662.136741,537.7260421,602.0656482,1110.939285,909.5751215,767.703467,694.716061,708.168763,855.9257634,605.1031025,544.6422244,740.0671496
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Pharmaceuticals, medicinal chemical and botanical products",Units,659.038694,538.9674888,597.6139601,644.9156698,578.2690544,532.8309118,640.9574211,682.6475242,602.6017754,602.6843283,568.522048,490.3188934,513.6038409,346.0454415,389.6744053,578.8219137,517.2934178,509.1370212,426.2914511,419.3206339,495.8744597,401.0486503,320.1584652,372.2822648
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Postal and courier activities,Units,408.8389607,429.5377274,378.3099064,432.7537723,408.8960824,423.5878894,517.9679921,592.515451,587.8607427,628.879255,653.621881,639.5668088,750.1194745,588.6661917,636.6761367,709.2505713,625.862844,587.1417551,520.9493991,521.0266464,604.6886795,565.7541622,517.6086129,544.5467943
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Professional, scientific and technical activities",Units,552.0174367,512.5401014,486.2261817,532.6298679,530.4520573,538.026418,582.0086378,602.0579817,537.1978759,514.7809951,472.4525147,401.6769564,386.6572012,273.022101,289.3939328,288.3061804,241.3406768,223.5200636,208.0981611,217.9798865,277.0487835,261.1092922,228.5112426,260.7457999
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Public administration and defence; compulsory social security,Units,545.9252887,538.4468606,488.1365674,530.3542364,514.7558953,516.7241857,599.5138737,638.1326338,592.2831723,560.9984047,515.4775674,451.4758434,510.5310941,306.279334,343.3843223,337.7470427,286.7172834,264.3905566,298.1740647,307.9230097,382.345655,367.3220535,327.6207197,372.3828355
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Publishing, audiovisual and broadcasting activities",Units,876.5725584,788.8921427,859.0709196,952.7645757,838.3782691,839.1585983,793.2453678,780.7832897,655.3041175,594.6330636,534.3615722,438.6360032,442.2970608,333.0059621,379.3680095,464.9301093,399.9467527,354.1095554,346.4493438,364.9729221,465.9452281,442.2299209,392.3446065,474.168284
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Real estate activities,Units,334.3101256,348.0457847,324.1590084,359.2029961,353.8803043,353.6768238,487.2662719,583.3581981,601.5959546,671.0341507,726.0636669,742.4970121,826.4954006,589.9399133,560.1238767,548.6834487,389.4963551,308.3043345,295.101791,327.7935783,436.4920491,414.7441906,383.1266445,441.9623592
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Rubber and plastics products,Units,10584.86192,9248.263947,10303.61294,10608.9466,10071.80109,9560.311881,8470.886775,8593.588908,7884.754466,7251.773447,6384.461761,5370.828011,4670.603943,4470.305209,4584.284181,1170.184864,978.1758818,857.6243658,773.6424008,803.9630263,895.8540839,579.4430282,526.6263269,612.3033658
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Telecommunications,Units,591.2818186,562.0692441,553.5220297,607.6079061,564.9985194,556.0616122,579.5044268,580.52562,492.4641683,460.9745914,406.4238966,338.857341,388.613155,301.5017258,351.2682848,375.6421335,382.6834343,479.9042707,396.1219446,378.5734022,428.7515997,414.5627494,355.0606081,449.5553956
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Textiles, textile products, leather and footwear",Units,1056.067864,911.4352379,1004.737772,1138.285734,1146.655276,1095.003639,774.8348414,575.4563864,409.1691413,366.7199524,328.8746345,272.2375762,237.8891691,247.0238042,288.9869861,543.4011332,442.7987148,404.1960596,355.5082556,375.450569,435.653423,344.9185363,284.0143761,339.0060242
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Warehousing and support activities for transportation,Units,519.764644,466.0622718,382.6187703,415.9634001,414.5675507,446.9262838,556.4423674,659.680255,689.7247548,753.3525125,778.8066597,737.9064699,762.6762669,558.1573236,571.4098713,460.8361562,347.3501939,299.6610775,282.5297536,297.8719349,365.4370216,333.7556351,303.3717012,326.0567531
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Water supply; sewerage, waste management and remediation activities",Units,674.4880077,646.8240533,678.4455784,752.2196072,711.4257408,708.7199322,916.2259847,1071.237012,1019.57138,1046.997165,1047.292254,987.7086017,987.0220171,855.1201261,906.4498603,889.6290324,725.4596442,659.111915,573.819271,585.1558736,693.5728177,702.2005363,613.9150797,694.3318711
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Water transport,Units,4962.411721,4524.064409,4186.056061,5198.122248,5090.530714,4466.546521,7091.604979,7021.070878,6227.006002,5550.549037,4584.594702,4132.342945,3944.554768,3210.736793,3807.684853,3020.13401,2253.246177,1917.872096,1908.984147,2093.76549,2982.160528,3974.738515,3664.875652,3295.556416
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Wholesale and retail trade; repair of motor vehicles,Units,640.4003793,598.3075442,582.12266,626.5876734,600.8099239,591.4048336,475.6430403,520.9193273,510.1840508,542.3946948,525.0553603,492.1982907,531.5679141,409.8494941,449.0669311,440.4465204,378.1520494,357.2974703,350.3693271,377.1264158,479.0385272,506.5958426,451.9212182,508.2140529
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Wood and products of wood and cork,Units,947.581828,834.5370341,903.0493096,1007.909313,937.8819724,895.9901503,752.0242397,694.8861895,580.6487596,555.1723081,561.8295738,480.6000163,449.0148858,490.2604469,564.3088335,558.3487217,446.0451111,389.4193666,335.815256,340.6640713,570.9086593,460.0427921,398.8180371,441.4266881
