Country,ISO2,ISO3,Indicator,Series,Variable,Model,Scenarios,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,2020,2025,2030,2035,2040,2045,2050
Vietnam,VN,VNM,Transition Pathways,Carbon price,Price: Carbon,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),US$2010/t CO2,,,,,1.8955,0.0,4.7525,6.571,8.3895,10.2079,12.0264
Vietnam,VN,VNM,Transition Pathways,Carbon price,Price: Carbon,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),US$2010/t CO2,,,,,1.8955,0.0,4.7525,81.661,95.0871,122.5898,157.8758
Vietnam,VN,VNM,Transition Pathways,Carbon price,Price: Carbon,MESSAGEix-GLOBIOM,Fragmented World,US$2010/t CO2,,,,,1.8955,0.0,4.7525,4.2162,30.3083,74.446,308.8429
Vietnam,VN,VNM,Transition Pathways,Carbon price,Price: Carbon,MESSAGEix-GLOBIOM,Low Demand,US$2010/t CO2,,,,,1.8955,0.0,217.9727,266.4718,334.091,468.8882,554.5103
Vietnam,VN,VNM,Transition Pathways,Carbon price,Price: Carbon,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),US$2010/t CO2,,,,,1.8955,0.0,4.9829,12.6027,20.2225,27.8423,35.4621
Vietnam,VN,VNM,Transition Pathways,Carbon price,Price: Carbon,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),US$2010/t CO2,,,,,1.8955,0.0,680.3951,666.9713,855.1099,1031.3848,1570.3199
Vietnam,VN,VNM,Transition Pathways,Carbon price,Price: Carbon,REMIND-MAgPIE,Below 2°C,US$2010/t CO2,,,,,5.5386,24.7794,35.2046,49.4237,69.0583,95.7336,131.0753
Vietnam,VN,VNM,Transition Pathways,Carbon price,Price: Carbon,REMIND-MAgPIE,Current Policies (Hot house world scenario),US$2010/t CO2,,,,,5.5386,5.5608,5.6304,5.7514,5.9292,6.1691,6.4767
Vietnam,VN,VNM,Transition Pathways,Carbon price,Price: Carbon,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),US$2010/t CO2,,,,,5.5386,5.5608,5.6304,61.0496,85.2954,118.2412,161.8932
Vietnam,VN,VNM,Transition Pathways,Carbon price,Price: Carbon,REMIND-MAgPIE,Fragmented World,US$2010/t CO2,,,,,5.5386,5.5608,5.6304,12.2422,12.3514,12.6324,13.0506
Vietnam,VN,VNM,Transition Pathways,Carbon price,Price: Carbon,REMIND-MAgPIE,Low Demand,US$2010/t CO2,,,,,5.5386,58.9333,83.7245,117.5405,164.2349,227.6722,311.7146
Vietnam,VN,VNM,Transition Pathways,Carbon price,Price: Carbon,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),US$2010/t CO2,,,,,5.5386,15.7226,25.9075,28.4737,31.2809,34.3528,37.7123
Vietnam,VN,VNM,Transition Pathways,Carbon price,Price: Carbon,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),US$2010/t CO2,,,,,5.5386,99.5255,141.393,198.495,277.3569,384.4971,526.4279
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Coal,GCAM,Below 2°C,US$2010/GJ,,,,,2.0453,2.3079,2.4864,2.5477,2.6004,2.7643,2.9723
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Coal,GCAM,Current Policies (Hot house world scenario),US$2010/GJ,,,,,2.0453,2.0983,2.1743,2.2269,2.2476,2.2624,2.26
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Coal,GCAM,Delayed Transition (Disorderly scenario),US$2010/GJ,,,,,2.0453,2.0983,2.1743,2.5397,2.5578,2.74,3.2346
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Coal,GCAM,Fragmented World,US$2010/GJ,,,,,2.0453,2.0983,2.1743,2.2168,2.1685,2.1785,2.1615
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Coal,GCAM,Low Demand,US$2010/GJ,,,,,2.0453,2.2544,2.4384,2.4966,2.6289,3.2302,3.5288
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Coal,GCAM,Nationally Determined Contributions (NDCs),US$2010/GJ,,,,,2.0453,2.0671,2.0722,2.1032,2.106,2.1136,2.0945
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Coal,GCAM,Net Zero 2050 (Orderly scenario),US$2010/GJ,,,,,2.0453,2.3083,2.4809,2.638,2.9764,3.601,3.9852
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Coal,MESSAGEix-GLOBIOM,Below 2°C,US$2010/GJ,,,,,2.4586,2.451,2.6735,2.8985,2.8524,2.4991,2.7653
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Coal,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),US$2010/GJ,,,,,2.4586,2.451,2.5295,2.5361,2.6047,2.5987,2.6948
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Coal,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),US$2010/GJ,,,,,2.4586,2.451,2.5295,3.1791,2.7698,3.3009,-0.1003
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Coal,MESSAGEix-GLOBIOM,Fragmented World,US$2010/GJ,,,,,2.4586,2.451,2.5295,3.3715,2.5152,3.238,1.0466
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Coal,MESSAGEix-GLOBIOM,Low Demand,US$2010/GJ,,,,,2.4586,2.451,3.896,3.7623,1.879,4.9868,5.948
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Coal,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),US$2010/GJ,,,,,2.4586,2.451,2.5316,2.6215,2.6409,2.752,2.7622
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Coal,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),US$2010/GJ,,,,,2.4586,2.451,6.34,5.9612,7.5471,8.0005,11.6109
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Coal,REMIND-MAgPIE,Below 2°C,US$2010/GJ,,,,,2.0344,2.161,1.7827,1.6152,1.4186,1.4234,1.4937
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Coal,REMIND-MAgPIE,Current Policies (Hot house world scenario),US$2010/GJ,,,,,2.0344,2.2228,2.2627,2.307,2.3841,2.4996,2.7928
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Coal,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),US$2010/GJ,,,,,2.0344,2.2228,2.2627,2.2998,1.8855,1.4268,1.4782
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Coal,REMIND-MAgPIE,Fragmented World,US$2010/GJ,,,,,2.0344,2.2228,2.2627,2.2464,2.1067,2.0358,2.4772
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Coal,REMIND-MAgPIE,Low Demand,US$2010/GJ,,,,,2.0344,2.3285,1.6288,1.2207,1.2602,1.1936,1.557
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Coal,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),US$2010/GJ,,,,,2.0344,2.1324,2.088,2.0799,1.9486,1.8346,1.9253
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Coal,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),US$2010/GJ,,,,,2.0344,2.6167,1.7773,1.444,1.3735,1.4422,1.7394
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Gas,GCAM,Below 2°C,US$2010/GJ,,,,,5.805,6.4281,6.6534,6.9383,7.2725,7.6965,8.2105
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Gas,GCAM,Current Policies (Hot house world scenario),US$2010/GJ,,,,,5.805,6.1552,6.0685,6.2443,6.528,6.6633,6.8919
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Gas,GCAM,Delayed Transition (Disorderly scenario),US$2010/GJ,,,,,5.805,6.1552,6.0685,6.6234,7.0682,7.4982,8.1094
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Gas,GCAM,Fragmented World,US$2010/GJ,,,,,5.805,6.1552,6.0685,6.264,6.5638,6.6975,6.8772
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Gas,GCAM,Low Demand,US$2010/GJ,,,,,5.805,6.2839,6.4838,6.9805,7.6596,8.9535,9.6596
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Gas,GCAM,Nationally Determined Contributions (NDCs),US$2010/GJ,,,,,5.805,6.164,6.0902,6.3128,6.5481,6.574,6.7063
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Gas,GCAM,Net Zero 2050 (Orderly scenario),US$2010/GJ,,,,,5.805,6.4432,7.0703,7.8741,8.7618,10.3389,10.8868
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Gas,MESSAGEix-GLOBIOM,Below 2°C,US$2010/GJ,,,,,11.4707,5.9532,7.8494,5.6315,6.547,7.0567,5.2074
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Gas,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),US$2010/GJ,,,,,11.4707,5.5207,4.2073,4.6589,4.9346,5.2321,5.7098
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Gas,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),US$2010/GJ,,,,,11.4707,5.5207,4.2073,10.853,7.5888,6.2663,4.706
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Gas,MESSAGEix-GLOBIOM,Fragmented World,US$2010/GJ,,,,,11.4707,5.5207,4.2073,5.1528,5.4085,6.9641,3.8487
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Gas,MESSAGEix-GLOBIOM,Low Demand,US$2010/GJ,,,,,11.4707,5.9532,11.733,0.8735,1.2593,2.2254,6.5446
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Gas,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),US$2010/GJ,,,,,11.4707,5.9532,4.1309,4.085,5.4174,6.1445,6.0881
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Gas,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),US$2010/GJ,,,,,11.4707,5.9532,32.5682,5.2153,4.8611,4.2776,3.2765
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Gas,REMIND-MAgPIE,Below 2°C,US$2010/GJ,,,,,3.9711,4.5987,4.4679,5.2041,5.1447,4.8653,4.9049
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Gas,REMIND-MAgPIE,Current Policies (Hot house world scenario),US$2010/GJ,,,,,3.9711,4.6647,4.6303,5.0297,5.2841,5.5602,5.7592
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Gas,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),US$2010/GJ,,,,,3.9711,4.6647,4.6303,5.7319,5.3499,4.7767,4.1935
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Gas,REMIND-MAgPIE,Fragmented World,US$2010/GJ,,,,,3.9711,4.6647,4.6303,4.854,5.2447,5.5672,5.6393
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Gas,REMIND-MAgPIE,Low Demand,US$2010/GJ,,,,,3.9711,4.6568,4.3352,5.2357,4.7106,4.1262,4.1033
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Gas,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),US$2010/GJ,,,,,3.9711,4.541,4.3304,4.7696,5.0737,5.4085,5.3735
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Gas,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),US$2010/GJ,,,,,3.9711,5.1474,5.5306,5.9206,5.9116,4.9651,4.4127
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Oil,GCAM,Below 2°C,US$2010/GJ,,,,,15.1848,15.4712,15.7348,15.8611,15.8875,15.8894,15.6586
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Oil,GCAM,Current Policies (Hot house world scenario),US$2010/GJ,,,,,15.1848,15.1745,15.1903,15.2487,15.4123,15.6087,15.4078
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Oil,GCAM,Delayed Transition (Disorderly scenario),US$2010/GJ,,,,,15.1848,15.1746,15.1904,15.7132,15.8346,15.6275,15.2632
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Oil,GCAM,Fragmented World,US$2010/GJ,,,,,15.1848,15.1745,15.1903,15.4018,15.5047,15.5282,15.0093
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Oil,GCAM,Low Demand,US$2010/GJ,,,,,15.1848,15.2003,15.2005,15.1693,15.3426,16.2518,16.2018
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Oil,GCAM,Nationally Determined Contributions (NDCs),US$2010/GJ,,,,,15.1848,15.1787,15.1527,15.2049,15.397,15.6312,15.5494
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Oil,GCAM,Net Zero 2050 (Orderly scenario),US$2010/GJ,,,,,15.1848,15.5079,15.9819,16.2114,16.6552,18.1252,18.1882
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Oil,MESSAGEix-GLOBIOM,Below 2°C,US$2010/GJ,,,,,6.2987,4.5634,3.6179,4.0568,4.2154,4.6234,4.7268
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Oil,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),US$2010/GJ,,,,,6.2987,4.1902,3.9971,4.3765,4.7144,5.0861,5.385
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Oil,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),US$2010/GJ,,,,,6.2987,4.1902,3.9971,4.2235,4.3718,4.4715,4.4382
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Oil,MESSAGEix-GLOBIOM,Fragmented World,US$2010/GJ,,,,,6.2987,4.1902,3.9971,4.7626,4.3895,5.1393,5.346
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Oil,MESSAGEix-GLOBIOM,Low Demand,US$2010/GJ,,,,,6.2987,4.5634,4.2902,-1.6859,1.6111,4.6977,-0.7849
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Oil,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),US$2010/GJ,,,,,6.2987,4.5634,4.011,4.3389,4.4139,4.8986,5.7417
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Oil,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),US$2010/GJ,,,,,6.2987,4.5634,9.2947,3.7596,4.5741,1.8322,-0.4144
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Oil,REMIND-MAgPIE,Below 2°C,US$2010/GJ,,,,,11.1918,12.3944,13.1936,13.1533,14.3813,15.7881,17.0372
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Oil,REMIND-MAgPIE,Current Policies (Hot house world scenario),US$2010/GJ,,,,,11.1918,12.923,13.7395,14.0862,15.7503,17.553,19.4513
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Oil,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),US$2010/GJ,,,,,11.1918,12.923,13.7395,13.6337,14.3796,15.898,17.1657
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Oil,REMIND-MAgPIE,Fragmented World,US$2010/GJ,,,,,11.1918,12.923,13.7395,13.8446,15.3055,17.0406,18.6781
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Oil,REMIND-MAgPIE,Low Demand,US$2010/GJ,,,,,11.1918,11.7366,11.065,11.3465,12.1038,12.9514,13.7653
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Oil,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),US$2010/GJ,,,,,11.1918,12.8033,13.4785,13.705,15.3123,17.1199,18.7941
Vietnam,VN,VNM,Transition Pathways,Energy prices,Price: Oil,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),US$2010/GJ,,,,,11.1918,12.1243,12.6335,12.2863,12.9663,13.827,14.5051
Vietnam,VN,VNM,Transition Pathways,Primary energy,Solar,GCAM,Below 2°C,EJ/yr,,,,,0.0021,0.0358,0.1184,0.2099,0.3695,0.517,0.7116
Vietnam,VN,VNM,Transition Pathways,Primary energy,Solar,GCAM,Current Policies (Hot house world scenario),EJ/yr,,,,,0.0023,0.0297,0.0819,0.1371,0.2284,0.2725,0.3142
Vietnam,VN,VNM,Transition Pathways,Primary energy,Solar,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.0023,0.0295,0.0815,0.16,0.3548,0.4916,0.6726
Vietnam,VN,VNM,Transition Pathways,Primary energy,Solar,GCAM,Fragmented World,EJ/yr,,,,,0.0021,0.0269,0.0748,0.1407,0.244,0.3119,0.3803
Vietnam,VN,VNM,Transition Pathways,Primary energy,Solar,GCAM,Low Demand,EJ/yr,,,,,0.0021,0.0274,0.1102,0.1932,0.3858,0.6229,1.0621
Vietnam,VN,VNM,Transition Pathways,Primary energy,Solar,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.0022,0.0311,0.0859,0.1884,0.3148,0.3749,0.4358
Vietnam,VN,VNM,Transition Pathways,Primary energy,Solar,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.0021,0.0373,0.1227,0.2347,0.4891,0.8599,1.3729
Vietnam,VN,VNM,Transition Pathways,Primary energy,Solar,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,,,,,0.1164,0.1779,0.6022,0.9438,1.2077,1.2817,1.3952
Vietnam,VN,VNM,Transition Pathways,Primary energy,Solar,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,,,,,0.1281,0.195,0.2422,0.3928,0.5784,0.5787,0.5696
Vietnam,VN,VNM,Transition Pathways,Primary energy,Solar,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.1276,0.1935,0.2392,0.6396,1.3619,1.3793,1.3979
Vietnam,VN,VNM,Transition Pathways,Primary energy,Solar,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,,,,,0.1159,0.1757,0.2108,0.6199,0.7785,1.203,1.376
Vietnam,VN,VNM,Transition Pathways,Primary energy,Solar,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,,,,,0.1164,0.1787,0.6275,1.0503,1.0021,0.8948,0.8497
Vietnam,VN,VNM,Transition Pathways,Primary energy,Solar,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.1169,0.1787,0.2176,0.6083,0.6113,0.7961,0.8872
Vietnam,VN,VNM,Transition Pathways,Primary energy,Solar,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.1171,0.1799,0.7316,1.2715,1.3927,1.363,1.3769
Vietnam,VN,VNM,Transition Pathways,Primary energy,Solar,REMIND-MAgPIE,Below 2°C,EJ/yr,,,,,0.0071,0.0686,0.3788,0.9434,1.4846,1.8816,2.1526
Vietnam,VN,VNM,Transition Pathways,Primary energy,Solar,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,,,,,0.0078,0.0609,0.2659,0.5954,0.9943,1.3256,1.5342
Vietnam,VN,VNM,Transition Pathways,Primary energy,Solar,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.0078,0.0608,0.2666,0.5592,1.2007,1.7099,2.0577
Vietnam,VN,VNM,Transition Pathways,Primary energy,Solar,REMIND-MAgPIE,Fragmented World,EJ/yr,,,,,0.0071,0.0557,0.2477,0.495,0.7878,1.04,1.2368
Vietnam,VN,VNM,Transition Pathways,Primary energy,Solar,REMIND-MAgPIE,Low Demand,EJ/yr,,,,,0.0084,0.0663,0.392,0.7895,1.1709,1.383,1.424
Vietnam,VN,VNM,Transition Pathways,Primary energy,Solar,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.0071,0.0644,0.3323,0.8411,1.3582,1.6434,1.7963
Vietnam,VN,VNM,Transition Pathways,Primary energy,Solar,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.0072,0.0758,0.5107,0.9793,1.5539,2.0456,2.3942
Vietnam,VN,VNM,Transition Pathways,Final energy,Solids,GCAM,Below 2°C,EJ/yr,,,,,1.0711,1.0154,1.0021,0.9426,0.8568,0.6843,0.5325
Vietnam,VN,VNM,Transition Pathways,Final energy,Solids,GCAM,Current Policies (Hot house world scenario),EJ/yr,,,,,1.0429,1.0081,1.0125,1.0973,1.3241,1.3353,1.333
Vietnam,VN,VNM,Transition Pathways,Final energy,Solids,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,,,,,1.0459,1.0116,1.0169,1.0686,0.9811,0.7784,0.5915
Vietnam,VN,VNM,Transition Pathways,Final energy,Solids,GCAM,Fragmented World,EJ/yr,,,,,1.077,1.0397,1.0519,1.1531,1.3261,1.295,1.2392
Vietnam,VN,VNM,Transition Pathways,Final energy,Solids,GCAM,Low Demand,EJ/yr,,,,,1.0726,1.0294,1.0154,0.9058,0.7252,0.4733,0.3122
Vietnam,VN,VNM,Transition Pathways,Final energy,Solids,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,,,,,1.0749,1.0368,1.0328,1.1021,1.2123,1.1781,1.1264
Vietnam,VN,VNM,Transition Pathways,Final energy,Solids,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,1.0696,1.0051,0.958,0.7674,0.5579,0.3087,0.1686
Vietnam,VN,VNM,Transition Pathways,Final energy,Solids,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,,,,,2.3852,2.065,1.4923,1.1021,0.8393,0.7657,0.7238
Vietnam,VN,VNM,Transition Pathways,Final energy,Solids,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,,,,,2.4187,1.9616,1.7116,1.2597,1.0826,0.9376,0.8626
Vietnam,VN,VNM,Transition Pathways,Final energy,Solids,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,,,,,2.4212,1.9638,1.7134,1.3136,0.9621,0.7781,0.6583
Vietnam,VN,VNM,Transition Pathways,Final energy,Solids,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,,,,,2.3866,1.9265,1.6803,1.2892,0.8899,0.7237,0.6571
Vietnam,VN,VNM,Transition Pathways,Final energy,Solids,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,,,,,2.3747,2.0565,1.2635,0.9888,0.8832,0.8788,0.9307
Vietnam,VN,VNM,Transition Pathways,Final energy,Solids,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,,,,,2.3866,2.0699,1.7041,1.2237,0.9543,0.8071,0.6744
Vietnam,VN,VNM,Transition Pathways,Final energy,Solids,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,2.3775,2.0561,1.4796,1.0776,0.9055,0.6499,0.4805
Vietnam,VN,VNM,Transition Pathways,Final energy,Solids,REMIND-MAgPIE,Below 2°C,EJ/yr,,,,,1.0172,0.9097,0.7181,0.4918,0.3704,0.3024,0.2906
Vietnam,VN,VNM,Transition Pathways,Final energy,Solids,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,,,,,1.0072,0.9486,0.8974,0.9259,1.0428,1.1325,1.1962
Vietnam,VN,VNM,Transition Pathways,Final energy,Solids,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,,,,,1.0118,0.9568,0.9079,0.8679,0.5097,0.2848,0.2947
Vietnam,VN,VNM,Transition Pathways,Final energy,Solids,REMIND-MAgPIE,Fragmented World,EJ/yr,,,,,1.0096,0.9315,0.8803,0.9235,1.1014,1.2094,1.3292
Vietnam,VN,VNM,Transition Pathways,Final energy,Solids,REMIND-MAgPIE,Low Demand,EJ/yr,,,,,0.9837,0.8608,0.4719,0.2581,0.2049,0.1363,0.0921
Vietnam,VN,VNM,Transition Pathways,Final energy,Solids,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,,,,,1.0162,0.9237,0.7661,0.6353,0.6057,0.6351,0.7019
Vietnam,VN,VNM,Transition Pathways,Final energy,Solids,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,1.0239,0.8929,0.4888,0.3221,0.2337,0.1394,0.0928
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,GCAM,Below 2°C,Mt CO2-equiv/yr,,,,,119.7219,119.5073,115.0356,107.6026,109.8698,113.2286,115.4211
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,GCAM,Current Policies (Hot house world scenario),Mt CO2-equiv/yr,,,,,119.7219,127.5678,135.9572,147.6756,162.904,173.6319,178.5381
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,GCAM,Delayed Transition (Disorderly scenario),Mt CO2-equiv/yr,,,,,119.7245,127.5717,135.9599,124.8738,123.0767,122.8867,128.2495
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,GCAM,Fragmented World,Mt CO2-equiv/yr,,,,,119.7219,127.5679,135.9572,155.596,175.3614,191.4796,200.597
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,GCAM,Low Demand,Mt CO2-equiv/yr,,,,,119.7219,122.7373,108.8384,97.858,101.5838,102.0026,108.2708
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,GCAM,Nationally Determined Contributions (NDCs),Mt CO2-equiv/yr,,,,,119.7219,126.5708,135.6691,139.8328,146.5434,153.7631,159.2184
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,GCAM,Net Zero 2050 (Orderly scenario),Mt CO2-equiv/yr,,,,,119.7219,118.065,97.9849,97.0464,97.3567,100.1328,108.2767
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,MESSAGEix-GLOBIOM,Below 2°C,Mt CO2-equiv/yr,,,,,189.1116,171.7889,132.541,104.3194,122.7261,131.6862,134.6739
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),Mt CO2-equiv/yr,,,,,189.1116,171.968,158.8295,149.7182,178.8354,198.9562,202.4589
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),Mt CO2-equiv/yr,,,,,189.1116,171.968,158.8295,118.4244,125.5572,135.2957,137.8582
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,MESSAGEix-GLOBIOM,Fragmented World,Mt CO2-equiv/yr,,,,,189.1116,171.968,158.8295,128.7609,138.5326,144.8977,136.8652
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,MESSAGEix-GLOBIOM,Low Demand,Mt CO2-equiv/yr,,,,,189.1116,171.7889,111.2864,91.9625,107.0049,117.64,120.8561
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),Mt CO2-equiv/yr,,,,,189.1116,171.7889,158.8796,133.5976,152.8293,162.3279,162.941
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),Mt CO2-equiv/yr,,,,,189.1116,171.7889,115.1186,93.785,108.1754,117.8119,122.2199
