month,year,name,gas,main_sector,total_emissions
1,2021,Sông Mã,n2o,Công nghiệp,0.02
1,2021,Sông Mã,n2o,Giao thông,2.06
1,2021,Sông Mã,n2o,Nông nghiệp,2.69
1,2021,Sông Mã,n2o,Năng lượng,0.12
1,2021,Sông Mã,n2o,Đất đai,0.0
1,2021,Sơn La,ch4,Chất thải,98.91
1,2021,Sơn La,ch4,Công nghiệp,0.74
1,2021,Sơn La,ch4,Giao thông,8.49
1,2021,Sơn La,ch4,Nông nghiệp,152.46
1,2021,Sơn La,ch4,Năng lượng,0.99
1,2021,Sơn La,ch4,Đất đai,0.0
1,2021,Sơn La,co2,Chất thải,0.22
1,2021,Sơn La,co2,Công nghiệp,246.29
1,2021,Sơn La,co2,Giao thông,539.97
1,2021,Sơn La,co2,Nông nghiệp,3.82
1,2021,Sơn La,co2,Năng lượng,241.93
1,2021,Sơn La,co2,Đất đai,279.13
1,2021,Sơn La,co2e_20yr,Chất thải,100.11
1,2021,Sơn La,co2e_20yr,Công nghiệp,411.34
1,2021,Sơn La,co2e_20yr,Giao thông,553.21
1,2021,Sơn La,co2e_20yr,Nông nghiệp,162.46
1,2021,Sơn La,co2e_20yr,Năng lượng,246.88
1,2021,Sơn La,co2e_20yr,Đất đai,279.13
1,2021,Sơn La,n2o,Chất thải,0.05
1,2021,Sơn La,n2o,Công nghiệp,0.61
1,2021,Sơn La,n2o,Giao thông,4.63
1,2021,Sơn La,n2o,Nông nghiệp,3.9
1,2021,Sơn La,n2o,Năng lượng,3.81
1,2021,Sơn La,n2o,Đất đai,0.0
1,2021,Thái Nguyên,ch4,Chất thải,3418.92
1,2021,Thái Nguyên,ch4,Công nghiệp,72.96
1,2021,Thái Nguyên,ch4,Giao thông,164.41
1,2021,Thái Nguyên,ch4,Nông nghiệp,7468.68
1,2021,Thái Nguyên,ch4,Năng lượng,2412.35
1,2021,Thái Nguyên,ch4,Đất đai,0.0
1,2021,Thái Nguyên,co2,Chất thải,7.59
1,2021,Thái Nguyên,co2,Công nghiệp,39250.82
1,2021,Thái Nguyên,co2,Giao thông,10482.65
1,2021,Thái Nguyên,co2,Nông nghiệp,979.54
1,2021,Thái Nguyên,co2,Năng lượng,43844.0
1,2021,Thái Nguyên,co2,Đất đai,1279.41
1,2021,Thái Nguyên,co2e_20yr,Chất thải,3460.48
1,2021,Thái Nguyên,co2e_20yr,Công nghiệp,42413.0
1,2021,Thái Nguyên,co2e_20yr,Giao thông,10739.13
1,2021,Thái Nguyên,co2e_20yr,Nông nghiệp,8573.01
1,2021,Thái Nguyên,co2e_20yr,Năng lượng,46365.43
1,2021,Thái Nguyên,co2e_20yr,Đất đai,1279.41
1,2021,Thái Nguyên,n2o,Chất thải,1.67
1,2021,Thái Nguyên,n2o,Công nghiệp,63.11
1,2021,Thái Nguyên,n2o,Giao thông,89.6
1,2021,Thái Nguyên,n2o,Nông nghiệp,12.77
1,2021,Thái Nguyên,n2o,Năng lượng,70.45
1,2021,Thái Nguyên,n2o,Đất đai,0.0
1,2021,Tuyên Quang,ch4,Chất thải,1260.27
1,2021,Tuyên Quang,ch4,Công nghiệp,2.85
1,2021,Tuyên Quang,ch4,Giao thông,46.37
1,2021,Tuyên Quang,ch4,Nông nghiệp,5724.36
1,2021,Tuyên Quang,ch4,Năng lượng,3.82
1,2021,Tuyên Quang,ch4,Đất đai,0.0
1,2021,Tuyên Quang,co2,Chất thải,2.8
